RefNum,Semester,DepartmentInfo,Name,TimeInfo,Credits,Professor,Description
51036,S,MATH 263 A,NUMERICAL DIFFERENTIAL EQUATIONS,R 2:00 PM-2:50 PM,1,Dr. Michael A. Jackson,"MATH 263. NUMERICAL DIFFERENTIAL EQUATIONS. The study and application of numerical methods for solving differential equations including Euler�s method, Runge-Kutta methods, multi-step methods, and solutions of systems of equations. Prerequisite/corequisite: Mathematics 262 or permission of the instructor. Spring semester only, one hour."
51037,S,MATH 303 A,COLLEGE GEOMETRY,MWF 12:00 PM-12:50 PM,3,Dale L. McIntyre,"MATH 303. COLLEGE GEOMETRY. This course explores various modern geometries from an axiomatic point of view. Topics such as sets of axioms and finite geometries, Euclidean and non-Euclidean geometries, geometric transformations, and possibly neutral geometry will be thoroughly examined. Prerequisite: Mathematics 210 or 213, and 222. Spring semester only, three hours."
51038,S,MATH 306 A,ACTUARIAL MATHEMATICS,,1,Remi Drai,"MATH 306. ACTUARIAL MATHEMATICS. An in-depth study of calculus-based probability and statistics topics covered by the Society of Actuaries first actuarial exam, Exam P. Topics include general probability, univariate probability distributions, and multivariate probability distributions with applications to risk and insurance. Students taking this course are required to obtain the recommended review manual and to register for and take Exam P. Students may take this course at most twice for credit. Corequisite: Mathematics 332 and instructor approval. Semester course, one hour."
51039,S,MATH 422 A,NUMBER THEORY,MWF 10:00 AM-10:50 AM,3,Dr. Gary L. Thompson,"MATH 422. NUMBER THEORY. This course is, in part, an application of some of the ideas encountered in Math 421. Various results from the theory of finite groups, particularly results about the structure of finite cyclic groups, will be established and used to prove classical results of elementary number theory. The course will also cover arithmetic functions, the structure of Zn*, special numbers, and additional topics as time allows. Prerequisite: Mathematics 421. Alternate spring semesters, three hours."
51040,S,MATH 465 A,CLASSICAL ANALYSIS,MWF 2:00 PM-2:50 PM,3,Dale L. McIntyre,"MATH 465. CLASSICAL ANALYSIS. This course is an introduction to real analysis and includes a rigorous treatment of the structure of the real number system; sequences; limits; continuity; uniform continuity; open and closed sets; compact sets; differentiation; the Riemann integral; and possibly topics from infinite series; sequences and series of functions; pointwise and uniform convergence; and possibly generalizations to n-dimensional or metric spaces. Prerequisites: Mathematics 210 or 213, and Mathematics 261. Semester course, three hours."
51041,S,MATH 488 A,SEMINAR IN MATHEMATICS,TR 2:00 PM-2:50 PM,2,Ethan Christopher Smith,"MATH 488. SEMINAR IN MATHEMATICS. A course for seniors that includes independent reading and research, student presentations, preparation for the Graduate Record Exam and Major Field Test and faculty lectures on advanced topics in mathematics. This course, in part, satisfies the requirements for a Writing Intensive (WI), Speaking Intensive (SI), and Information Literacy (IL) course for the mathematics major. Prerequisite: Senior standing. Semester course, two hours."
51628,S,MECE 109 A,INTRODUCTION TO SOLID MODELING,MW 2:00 PM-2:50 PM,2,Qiuyan Li,"MECE 109. INTRO TO SOLID MODELING. An introduction to basic CAD modeling. Students will be introduced to mechanical engineering terminology and mechanical components such as screws, gears, shafts, etc. An introduction to CAD solid modeling with Creo, including basic part and assembly models is also included. A small design project will introduce CAD design tools, including additive manufacturing. Fall semester only, two hours."
51597,S,MECE 210 A,DESIGN FOR MANUFACTURING,MWF 8:00 AM-8:50 AM,3,Qiuyan Li,"MECE 210. DESIGN FOR MANUFACTURING. Introduction to manufacturing processes, including part characteristics, economic production quantities, materials, and design recommendations. Emphasis is placed on process and material selection and design for manufacturability. The course includes plant tours. Prerequisites: Mechanical Engineering 107, 109, and 201. Spring semester only, three hours."
51598,S,MECE 210 B,DESIGN FOR MANUFACTURING,MWF 9:00 AM-9:50 AM,3,Qiuyan Li,"MECE 210. DESIGN FOR MANUFACTURING. Introduction to manufacturing processes, including part characteristics, economic production quantities, materials, and design recommendations. Emphasis is placed on process and material selection and design for manufacturability. The course includes plant tours. Prerequisites: Mechanical Engineering 107, 109, and 201. Spring semester only, three hours."
51599,S,MECE 212 A,MECHANICS II,TR 8:00 AM-9:15 AM,3,Dr. Michelle A. Clauss PhD,"MECE 212. MECHANICS II. A study of rectilinear and curvilinear motion of particles and rigid bodies; kinetics of particles and rigid bodies; relative motion, work, and energy; impulse and momentum are taught along with engineering applications. Prerequisite: Mechanical Engineering 211. Spring semester only, three hours."
51600,S,MECE 212 B,MECHANICS II,TR 9:30 AM-10:45 AM,3,Dr. Michelle A. Clauss PhD,"MECE 212. MECHANICS II. A study of rectilinear and curvilinear motion of particles and rigid bodies; kinetics of particles and rigid bodies; relative motion, work, and energy; impulse and momentum are taught along with engineering applications. Prerequisite: Mechanical Engineering 211. Spring semester only, three hours."
51601,S,MECE 214 A,THERMODYNAMICS,MWF 9:00 AM-9:50 AM,3,* ENGR Staff,"MECE 214. THERMODYNAMICS. The study of the fundamental principles and some applications of classical thermodynamics. Topics include properties of pure substances; heat, work, and mass transfer; first law of thermodynamics; second law of thermodynamics; entropy; gas power cycles; vapor power cycles; and refrigeration cycles. Prerequisite: Mathematics 162. Spring semester only, three hours."
51602,S,MECE 214 B,THERMODYNAMICS,MWF 10:00 AM-10:50 AM,3,* ENGR Staff,"MECE 214. THERMODYNAMICS. The study of the fundamental principles and some applications of classical thermodynamics. Topics include properties of pure substances; heat, work, and mass transfer; first law of thermodynamics; second law of thermodynamics; entropy; gas power cycles; vapor power cycles; and refrigeration cycles. Prerequisite: Mathematics 162. Spring semester only, three hours."
51603,S,MECE 252 L,MECHANICAL SYSTEMS LAB II,M 2:00 PM-4:50 PM,1,George A. Richards,"MECE 252. MECHANICAL SYSTEMS LABORATORY II. A lab course designed to introduce students to engineering experimental techniques, including planning, controls, basic instrumentation, and basic data analysis. Prerequisites: Sophomore standing in mechanical engineering and Mechanical Engineering 251. Spring semester only, one hour."
51604,S,MECE 252 M,MECHANICAL SYSTEMS LAB II,T 2:00 PM-4:50 PM,1,Charles Clauss,"MECE 252. MECHANICAL SYSTEMS LABORATORY II. A lab course designed to introduce students to engineering experimental techniques, including planning, controls, basic instrumentation, and basic data analysis. Prerequisites: Sophomore standing in mechanical engineering and Mechanical Engineering 251. Spring semester only, one hour."
51605,S,MECE 252 N,MECHANICAL SYSTEMS LAB II,W 2:00 PM-4:50 PM,1,Charles Clauss,"MECE 252. MECHANICAL SYSTEMS LABORATORY II. A lab course designed to introduce students to engineering experimental techniques, including planning, controls, basic instrumentation, and basic data analysis. Prerequisites: Sophomore standing in mechanical engineering and Mechanical Engineering 251. Spring semester only, one hour."
51606,S,MECE 312 A,STRESS ANLY/DSGN MACH COMPONENTS,MWF 9:00 AM-9:50 AM,3,Dr. Vern W. Ulrich,"MECE 312. STRESS ANALYSIS AND DESIGN OF MACHINE COMPONENTS. Application of stress analysis to static, fatigue, and surface fatigue failures. Design of shafts, including limits and fits and bearing selection. Design and selection of machine elements such as screws, bolted joints, springs, gears, brakes, etc. Prerequisite: Mechanical Engineering 311. Spring semester only, three hours."
51607,S,MECE 312 B,STRESS ANLY/DSGN MACH COMPONENTS,MWF 10:00 AM-10:50 AM,3,Dr. Vern W. Ulrich,"MECE 312. STRESS ANALYSIS AND DESIGN OF MACHINE COMPONENTS. Application of stress analysis to static, fatigue, and surface fatigue failures. Design of shafts, including limits and fits and bearing selection. Design and selection of machine elements such as screws, bolted joints, springs, gears, brakes, etc. Prerequisite: Mechanical Engineering 311. Spring semester only, three hours."
51608,S,MECE 316 A,SYSTEM DYNAMICS,TR 8:00 AM-9:15 AM,3,Qiuyan Li,"MECE 316. SYSTEM DYNAMICS. Modeling and analysis of dynamic systems consisting of mechanical, electrical, and electromechanical elements. Development of system models using transfer functions, block diagrams, and state variable methods. System analysis in the time and frequency domains. Includes MATLAB/Simulink simulations. Prerequisites: Mathematics 262 and Mechanical Engineering 212; or Physics 303 and either Mechanical Engineering 120 or Computer Science 141. Spring semester only, three hours."
51609,S,MECE 316 B,SYSTEM DYNAMICS,TR 9:30 AM-10:45 AM,3,Qiuyan Li,"MECE 316. SYSTEM DYNAMICS. Modeling and analysis of dynamic systems consisting of mechanical, electrical, and electromechanical elements. Development of system models using transfer functions, block diagrams, and state variable methods. System analysis in the time and frequency domains. Includes MATLAB/Simulink simulations. Prerequisites: Mathematics 262 and Mechanical Engineering 212; or Physics 303 and either Mechanical Engineering 120 or Computer Science 141. Spring semester only, three hours."
51610,S,MECE 326 A,HEAT TRANSFER,MWF 9:00 AM-9:50 AM,3,Mark C. Fair,"MECE 326. HEAT TRANSFER. The fundamentals of heat transfer by conduction, convection, and radiation; application to practical heat transfer devices; engineering analysis of heat exchangers; and design problems solved by analytical, numerical, and computer methods. Prerequisites: Mechanical Engineering 214, Physics 340, or Chemistry 346; and Mechanical Engineering 325. Spring semester only, three hours."
51611,S,MECE 326 B,HEAT TRANSFER,MWF 10:00 AM-10:50 AM,3,Mark C. Fair,"MECE 326. HEAT TRANSFER. The fundamentals of heat transfer by conduction, convection, and radiation; application to practical heat transfer devices; engineering analysis of heat exchangers; and design problems solved by analytical, numerical, and computer methods. Prerequisites: Mechanical Engineering 214, Physics 340, or Chemistry 346; and Mechanical Engineering 325. Spring semester only, three hours."
51612,S,MECE 352 L,THERMAL/FLUIDS LABORATORY,T 1:00 PM-2:50 PM,1,Mark C. Fair,"MECE 352. THERMAL/FLUIDS LABORATORY. A lab course that reinforces the lab techniques introduced in Mechanical Engineering 251-252. Experiments chosen from thermodynamics, fluid mechanics, and heat transfer. Corequisite: Mechanical Engineering 326. Spring semester only, one hour."
51613,S,MECE 352 M,THERMAL/FLUIDS LABORATORY,R 1:00 PM-2:50 PM,1,John Dixon,"MECE 352. THERMAL/FLUIDS LABORATORY. A lab course that reinforces the lab techniques introduced in Mechanical Engineering 251-252. Experiments chosen from thermodynamics, fluid mechanics, and heat transfer. Corequisite: Mechanical Engineering 326. Spring semester only, one hour."
51614,S,MECE 352 N,THERMAL/FLUIDS LABORATORY,R 3:00 PM-4:50 PM,1,John Dixon,"MECE 352. THERMAL/FLUIDS LABORATORY. A lab course that reinforces the lab techniques introduced in Mechanical Engineering 251-252. Experiments chosen from thermodynamics, fluid mechanics, and heat transfer. Corequisite: Mechanical Engineering 326. Spring semester only, one hour."
51615,S,MECE 410 A,KINEMATICS/DYNAMICS OF MACHINERY,TR 8:00 AM-9:15 AM,3,Dr. Vern W. Ulrich,"MECE 410. KINEMATICS AND DYNAMICS OF MACHINERY. Modeling, analysis, and design of linkages, cams, and gear trains, including machine dynamics. Introduction to dynamic systems modeling using computer-aided analysis, including Creo. Prerequisite: Mechanical Engineering 311. Spring semester only, three hours."
51616,S,MECE 428 A,BIOMECHANICS,MWF 2:00 PM-2:50 PM,3,Erik J. Anderson,"MECE 428. BIOMECHANICS. The course will explore the key topics within the contemporary field of biomechanics�the application of mechanics to biological systems�with the goal of preparing students for further work in cutting-edge fields such as biomedical engineering, novel propulsion systems, and other biologically-inspired engineering. Among the topics covered are biomaterials, mechanical properties of biological structures, biomimetic robotics, terrestrial locomotion, swimming, flying, prosthetics, external and internal fluid flows, efficiency, blood flow, experimental techniques, and flow visualization. Prerequisites: Mechanical Engineering 311 and 325, or Physics 232, or Mathematics 161 and Physics 121 and Biology 102. Spring semester only, three hours."
50784,S,MUSI 100 A,CONCERT BAND for AUDIT,TR 3:30 PM-4:50 PM,1,Andrew S. Erb,"MUSI 100. BAND. Fall Semester: The college marching band begins its year with band camp one week before classes begin in the fall. The band performs at home football games, selected away football games, and high school band festivals. Spring Semester: The symphonic band performs all styles of concert literature and presents two concerts during the semester. Auditions are held during the first week of each semester. Semester course, one hour."
50785,S,MUSI 100 B,CONCERT BAND for CREDIT,TR 3:30 PM-4:50 PM,1,Andrew S. Erb,"MUSI 100. BAND. Fall Semester: The college marching band begins its year with band camp one week before classes begin in the fall. The band performs at home football games, selected away football games, and high school band festivals. Spring Semester: The symphonic band performs all styles of concert literature and presents two concerts during the semester. Auditions are held during the first week of each semester. Semester course, one hour."
50786,S,MUSI 101 A,CONCERT CHOIR,MW 3:00 PM-3:50 PM,1,Katherine E. Mueller,"MUSI 101. CONCERT CHOIR. Concert choir members prepare, study, and present choral literature. The choir performs two concerts each semester, as well as for special campus services when applicable. Auditions are held during the first week of each semester. Semester course, one hour."
50787,S,MUSI 101 C,CONCERT CHOIR for CREDIT,MW 3:00 PM-3:50 PM,1,Katherine E. Mueller,"MUSI 101. CONCERT CHOIR. Concert choir members prepare, study, and present choral literature. The choir performs two concerts each semester, as well as for special campus services when applicable. Auditions are held during the first week of each semester. Semester course, one hour."
50788,S,MUSI 102 A,ORCHESTRA for AUDIT,MW 4:00 PM-5:20 PM,1,Jeffrey M. Tedford,"MUSI 102. ORCHESTRA. The college orchestra performs a repertoire of classical as well as modern music. The orchestra performs one concert during the fall semester and two during the spring semester. Seating auditions are held the first week of fall semester, with new member auditions during the first week of spring semester. Semester course, one hour."
50789,S,MUSI 102 O,ORCHESTRA for CREDIT,MW 4:00 PM-5:20 PM,1,Jeffrey M. Tedford,"MUSI 102. ORCHESTRA. The college orchestra performs a repertoire of classical as well as modern music. The orchestra performs one concert during the fall semester and two during the spring semester. Seating auditions are held the first week of fall semester, with new member auditions during the first week of spring semester. Semester course, one hour."
50790,S,MUSI 103 A,MUSIC THEORY I,MWF 1:00 PM-1:50 PM,3,Melva J. Huebert,"MUSI 103. MUSIC THEORY I. The first in a sequence of four music theory courses. This course covers fundamentals of music as well as beginning musical analysis, counterpoint, and four-part writing. Prerequisite: Music major, music minor, or with the permission of the instructor. Fall semester only, three hours."
50791,S,MUSI 104 A,MUSIC THEORY II,MW 10:00 AM-10:50 AM,2,Joseph J. Hasper Jr.,"MUSI 104. MUSIC THEORY II. The second in a sequence of four music theory courses. This course covers part-writing and analysis including all diatonic chords and tonic, dominant, and pre-dominant functions. Prerequisite: Music 103. Spring semester only, two hours."
50792,S,MUSI 106 A,AURAL SKILLS II,TR 11:00 AM-11:50 AM,1,Sasha E. Piastro-Tedford,"MUSI 106. AURAL SKILLS II. A continuation of Music 105, including all intervals, melodic dictation with large leaps, melodic and harmonic error detection, and chord identification including I, ii, iii, IV, V, and vi triads. Prerequisite: Music 105. Spring semester only, one hour."
50793,S,MUSI 107 A,BRASS METHODS,TR 9:30 AM-10:20 AM,1,Andrew S. Erb,"MUSI 107. BRASS METHODS. Class instruction in the brass instruments with emphasis on development of the instrumental program in the schools. Prerequisite: Music major and minors only, or with the permission of the instructor. Spring semester only, one hour."
50794,S,MUSI 114 A,WIND ENSEMBLE,TR 5:00 PM-5:50 PM,0,Andrew S. Erb,"MUSI 114. GROVE CITY COLLEGE WIND ENSEMBLE. The Wind Ensemble is a select group of instrumental music students. This 45 member ensemble performs music of an academic nature including contemporary, classical, and standard wind literature. Enrollment is open to students of all majors by audition. Auditions are held during the first week of spring semester. Semester course, zero hours."
50795,S,MUSI 115 A,CHAMBER ORCHESTRA,MW 5:30 PM-6:20 PM,0,Jeffrey M. Tedford,"MUSI 115. GROVE CITY COLLEGE CHAMBER ORCHESTRA. The Chamber Orchestra is a select group of string players and other select wind and percussion students who must audition to join. This ensemble performs more challenging works from the string and chamber repertoires. The group presents music in each orchestra concert and other selected performances during the academic year. Auditions are held during the first week of fall semester. Semester course, zero hours."
50798,S,MUSI 116 A,TOURING CHOIR,TR 5:30 PM-6:50 PM,0,Katherine E. Mueller,"MUSI 116. GROVE CITY COLLEGE TOURING CHOIR. The Touring Choir is comprised of selected vocalists who are committed to striving for excellence in the choral art. The choir sings for campus events, area churches, and takes a ten-day tour during a spring semester break. Auditions are held during the first week of fall semester. Semester course, zero hours."
50799,S,MUSI 117 A,JAZZ ENSEMBLE,T 7:00 PM-9:00 PM,0,Joseph J. Hasper Jr.,"MUSI 117. GROVE CITY COLLEGE JAZZ ENSEMBLE. The Jazz Ensemble is an advanced instrumental performing group. This group performs Swing, Bebop, Latin, Fusion, and other modern styles of jazz literature. Improvisational and advanced comping skills are highly desirable for membership in this ensemble. The Jazz Ensemble performs two college concerts per year in addition to several off-campus events. Musicians are selected by an open audition process during the 1st and 2nd week of the fall semester. Semester course, zero hours."
50800,S,MUSI 118 A,STAGE BAND,R 7:00 PM-9:00 PM,0,Joseph J. Hasper Jr.,"MUSI 118. GROVE CITY COLLEGE STAGE BAND. The Stage Band is an instrumental performing group that plays less demanding literature that develops jazz style, articulation, and phrasing. While improvisation skills are not required for this group, they are encouraged and developed. . Musicians are selected by an open audition process during the 1st and 2nd week of the fall semester. The Stage Band typically performs two college concerts per year. Semester course, zero hours."
50801,S,MUSI 119 A,GROVE CITY COLLEGE SINGERS,M 6:20 PM-8:00 PM,0,Dr. Stacy A. Paparone,"MUSI 119. GROVE CITY COLLEGE SINGERS. The Grove City College Singers is comprised of auditioned female vocalists who are interested in singing a variety of sacred and secular vocal literature. In addition to two formal concerts during the academic year, the ensemble sings at a variety of campus venues, including alumni events, and a chapel service during the fall semester. Auditions are held during the first week of fall semester. Semester course, zero hours."
50802,S,MUSI 123 A,PIANO CLASS I,F 12:00 PM-12:50 PM,1,Melva J. Huebert,"MUSI 123. PIANO CLASS I. The first in a sequence of piano classes, this course is intended for students with no background in piano playing. Skills developed in this course include: reading pitch and rhythm; repertoire in five-finger positions in various keys; white-key major and minor scales in two octaves, hands separately; introduction of changes of position (thumb crossing, finger substitution, extension, contraction, leap); I and V 6/5 chords in all major keys. Semester course, one hour."
50803,S,MUSI 123 B,PIANO CLASS I,F 2:00 PM-2:50 PM,1,Melva J. Huebert,"MUSI 123. PIANO CLASS I. The first in a sequence of piano classes, this course is intended for students with no background in piano playing. Skills developed in this course include: reading pitch and rhythm; repertoire in five-finger positions in various keys; white-key major and minor scales in two octaves, hands separately; introduction of changes of position (thumb crossing, finger substitution, extension, contraction, leap); I and V 6/5 chords in all major keys. Semester course, one hour."
50804,S,MUSI 124 A,PIANO CLASS II,F 10:00 AM-10:50 AM,1,Melva J. Huebert,"MUSI 124. PIANO CLASS II. The second in a sequence of piano courses, this course is intended for students who have the basic skills developed in Music 123 Piano Class I. The course includes: repertoire with easy changes of position; black-key major and minor scales in two octaves, hands separately; chord progressions I-V in all major and minor keys; harmonization using I and V 6/5; and sight-reading in five-finger positions. Prerequisite: Music 123 or equivalent background in piano. See instructor for placement. Semester course, one hour."
50805,S,MUSI 125 A,PIANO CLASS III,W 2:00 PM-2:50 PM,1,Melva J. Huebert,"MUSI 125. PIANO CLASS III. The third in a sequence of piano courses, this course is intended for students who have acquired the basic skills developed in Music 124 Piano Class II. The course includes: intermediate level repertoire by standard composers; all major scales, two octaves, hands together; chord progressions I-IV-V-I in major and minor keys; harmonization using I, IV 6/4, and V 6/5 chords in major and minor keys; and sight-reading easy pieces with minimal changes of position; and transposing of simple melodies. Prerequisite: Music 124 or equivalent background in piano. See instructor for placement. Semester course, one hour."
50806,S,MUSI 131 A,ORGAN CLASS,R 1:00 PM-1:50 PM,1,Paula A. Kubik,"MUSI 131. ORGAN CLASS. This course is for music as well as non-music majors interested in the organ and its literature. The course also studies the history and design of the organ as well as acoustics and liturgical architecture. Semester course, one hour."
50807,S,MUSI 135 A,GUITAR CLASS I,F 10:00 AM-10:50 AM,1,Robert Blaine Sheffer,"MUSI 135. GUITAR CLASS I. This is an introductory course designed to provide the student with a means of self-expression through playing the guitar. Semester course, one hour."
50808,S,MUSI 135 B,GUITAR CLASS I,F 2:00 PM-2:50 PM,1,Robert Blaine Sheffer,"MUSI 135. GUITAR CLASS I. This is an introductory course designed to provide the student with a means of self-expression through playing the guitar. Semester course, one hour."
50809,S,MUSI 137 A,GUITAR CLASS II,M 2:00 PM-2:50 PM,1,Robert Blaine Sheffer,"MUSI 137. GUITAR CLASS II. This course is for the student who has a basic knowledge of the guitar. This course includes teaching correct methods for learning flamenco techniques, aural and visual analysis, and performance harmonizing. Semester course, one hour."
50810,S,MUSI 151,PIANO LESSON (1/2 HR) SIGNUP,,1,Jeffrey M. Tedford,"MUSI 151. PRIVATE PIANO LESSON. This course consists of one-half hour for one credit of individual instruction at the piano. The level of repertoire will depend upon the technical and musical abilities of the student. Semester course, one hour."
50811,S,MUSI 151 A,PIANO LESSON (1/2 HR),,1,Becky L. Billock,"MUSI 151. PRIVATE PIANO LESSON. This course consists of one-half hour for one credit of individual instruction at the piano. The level of repertoire will depend upon the technical and musical abilities of the student. Semester course, one hour."
50812,S,MUSI 151 B,PIANO LESSON (1/2 HR),,1,Paula A. Kubik,"MUSI 151. PRIVATE PIANO LESSON. This course consists of one-half hour for one credit of individual instruction at the piano. The level of repertoire will depend upon the technical and musical abilities of the student. Semester course, one hour."
50813,S,MUSI 151 C,PIANO LESSON (1/2 HR),,1,Melva J. Huebert,"MUSI 151. PRIVATE PIANO LESSON. This course consists of one-half hour for one credit of individual instruction at the piano. The level of repertoire will depend upon the technical and musical abilities of the student. Semester course, one hour."
50814,S,MUSI 151 D,PIANO LESSON (1/2 HR),,1,Katie Marie Phelps,"MUSI 151. PRIVATE PIANO LESSON. This course consists of one-half hour for one credit of individual instruction at the piano. The level of repertoire will depend upon the technical and musical abilities of the student. Semester course, one hour."
50815,S,MUSI 152,PIANO LESSON (1 HR) SIGNUP,,2,Jeffrey M. Tedford,"MUSI 152. PRIVATE PIANO LESSON. This course consists of one full hour for two credits of individual instruction at the piano. The level of repertoire will depend upon the technical and musical abilities of the student. Semester course, two hours."
50816,S,MUSI 152 A,PIANO LESSON (1 HR),,2,Becky L. Billock,"MUSI 152. PRIVATE PIANO LESSON. This course consists of one full hour for two credits of individual instruction at the piano. The level of repertoire will depend upon the technical and musical abilities of the student. Semester course, two hours."
50817,S,MUSI 152 B,PIANO LESSON (1 HR),,2,Paula A. Kubik,"MUSI 152. PRIVATE PIANO LESSON. This course consists of one full hour for two credits of individual instruction at the piano. The level of repertoire will depend upon the technical and musical abilities of the student. Semester course, two hours."
50818,S,MUSI 152 C,PIANO LESSON (1 HR),,2,Melva J. Huebert,"MUSI 152. PRIVATE PIANO LESSON. This course consists of one full hour for two credits of individual instruction at the piano. The level of repertoire will depend upon the technical and musical abilities of the student. Semester course, two hours."
50819,S,MUSI 152 D,PIANO LESSON (1 HR),,2,Katie Marie Phelps,"MUSI 152. PRIVATE PIANO LESSON. This course consists of one full hour for two credits of individual instruction at the piano. The level of repertoire will depend upon the technical and musical abilities of the student. Semester course, two hours."
50820,S,MUSI 155 A,ORGAN LESSON (1/2 HR),,1,Bradley A. Fitch,"MUSI 155. PRIVATE ORGAN LESSON. This course consists of one-half hour for one credit of individual instruction at the organ. The student will study literature appropriate to the organ and also work on technical development. Semester course, one hour."
50821,S,MUSI 156 A,ORGAN LESSON (1 HR),,2,Bradley A. Fitch,"MUSI 156. PRIVATE ORGAN LESSON. This course consists of one full hour for two credits of individual instruction at the organ. The student will study literature appropriate to the organ and also work on technical development. Semester course, two hours."
50822,S,MUSI 161,VOICE LESSON (1/2 HR) SIGNUP,,1,Jeffrey M. Tedford,"MUSI 161. PRIVATE VOICE LESSON. This course consists of one-half hour for one credit of private instruction in voice. Vocal production, language training, and performance skills for the individual singer are taught. Semester course, one hour."
50823,S,MUSI 161 A,VOICE LESSON (1/2 HR),,1,Sasha E. Piastro-Tedford,"MUSI 161. PRIVATE VOICE LESSON. This course consists of one-half hour for one credit of private instruction in voice. Vocal production, language training, and performance skills for the individual singer are taught. Semester course, one hour."
50824,S,MUSI 161 B,VOICE LESSON (1/2 HR),,1,Susan Young,"MUSI 161. PRIVATE VOICE LESSON. This course consists of one-half hour for one credit of private instruction in voice. Vocal production, language training, and performance skills for the individual singer are taught. Semester course, one hour."
50825,S,MUSI 161 C,VOICE LESSON (1/2 HR),,1,Katherine E. Mueller,"MUSI 161. PRIVATE VOICE LESSON. This course consists of one-half hour for one credit of private instruction in voice. Vocal production, language training, and performance skills for the individual singer are taught. Semester course, one hour."
50826,S,MUSI 161 D,VOICE LESSON (1/2 HR),,1,Charles H. Dugan,"MUSI 161. PRIVATE VOICE LESSON. This course consists of one-half hour for one credit of private instruction in voice. Vocal production, language training, and performance skills for the individual singer are taught. Semester course, one hour."
50827,S,MUSI 162,VOICE LESSON (1 HR) SIGNUP,,2,Jeffrey M. Tedford,"MUSI 162. PRIVATE VOICE LESSON. This course consists of one full hour for two credits of private instruction in voice. Vocal production, language training, and performance skills for the individual singer are taught. Semester course, two hours."
50828,S,MUSI 162 A,VOICE LESSON (1 HR),,2,Sasha E. Piastro-Tedford,"MUSI 162. PRIVATE VOICE LESSON. This course consists of one full hour for two credits of private instruction in voice. Vocal production, language training, and performance skills for the individual singer are taught. Semester course, two hours."
50829,S,MUSI 162 B,VOICE LESSON (1 HR),,2,Susan Young,"MUSI 162. PRIVATE VOICE LESSON. This course consists of one full hour for two credits of private instruction in voice. Vocal production, language training, and performance skills for the individual singer are taught. Semester course, two hours."
50830,S,MUSI 162 C,VOICE LESSON (1 HR),,2,Katherine E. Mueller,"MUSI 162. PRIVATE VOICE LESSON. This course consists of one full hour for two credits of private instruction in voice. Vocal production, language training, and performance skills for the individual singer are taught. Semester course, two hours."
50831,S,MUSI 162 D,VOICE LESSON (1 HR),,2,Charles H. Dugan,"MUSI 162. PRIVATE VOICE LESSON. This course consists of one full hour for two credits of private instruction in voice. Vocal production, language training, and performance skills for the individual singer are taught. Semester course, two hours."
50832,S,MUSI 163 A,STR LES-CELLO (1/2 HR),,1,Ms. Elisa C. Kohanski,"MUSI 163. PRIVATE STRING LESSON - CELLO. This course consists of one-half hour for one credit of individual instruction on the cello. Students will improve technical skill as well as become familiar with string literature for the cello. Semester course, one hour."
50833,S,MUSI 164 A,STR LES-CELLO (1 HR),,2,Ms. Elisa C. Kohanski,"MUSI 164. PRIVATE STRING LESSON - CELLO. This course consists of one full hour for two credits of individual instruction on the cello. Students will improve technical skill as well as become familiar with string literature for the cello. Semester course, two hours."
50834,S,MUSI 165 A,STR LES-VIOLIN/VIOLA (1/2 HR),,1,Rochelle L. Agnew,"MUSI 165. PRIVATE STRING LESSON - VIOLIN/VIOLA. This course consists of one-half hour for one credit of individual instruction on the violin or viola. Students will improve technical skill as well as become familiar with string literature for the violin or viola. Semester course, one hour."
50835,S,MUSI 166 A,STR LES-VIOLIN/VIOLA (1 HR),,2,Rochelle L. Agnew,"MUSI 166. PRIVATE STRING LESSON - VIOLIN/VIOLA. This course consists of one full hour for two credits of individual instruction on the violin or viola. Students will improve technical skill as well as become familiar with string literature for the violin or viola. Semester course, two hours."
50836,S,MUSI 167 A,FRENCH HORN LESSON (1/2 HR),,1,James V. Scanga,"MUSI 167. PRIVATE BRASS LESSON - FRENCH HORN. This course consists of one-half hour for one credit of individual instruction on French horn. Included in the instruction are techniques for developing embouchure; fingerings and their alternates; and solo repertoire for the French horn. Semester course, one hour."
50837,S,MUSI 168 A,FRENCH HORN LESSON (1 HR),,2,James V. Scanga,"MUSI 168. PRIVATE BRASS LESSON - FRENCH HORN. This course consists of one full hour for two credits of individual instruction on French horn. Included in the instruction are techniques for developing embouchure; fingerings and their alternates; and solo repertoire for the French horn. Semester course, two hours."
50838,S,MUSI 169 A,TROMBONE LESSON (1/2 HR),,1,Douglas L. May,"MUSI 169. PRIVATE BRASS LESSON - TROMBONE. This course consists of one-half hour for one credit of individual instruction on the trombone. Special emphasis is placed on slide positions, embouchure, trigger fingerings, and appropriate repertoire. Semester course, one hour."
50839,S,MUSI 170 A,TROMBONE LESSON (1 HR),,2,Douglas L. May,"MUSI 170. PRIVATE BRASS LESSON - TROMBONE. This course consists of one full hour for two credits of individual instruction on the trombone. Special emphasis is placed on slide positions, embouchure, trigger fingerings, and appropriate repertoire. Semester course, two hours."
50840,S,MUSI 171 A,TRUMPET LESSON (1/2 HR),,1,Mr. Drew R. Fennell,"MUSI 171. PRIVATE BRASS LESSON - TRUMPET. This course consists of one-half hour for one credit of individual instruction on the trumpet. The student will become familiar with solo repertoire as well as fingerings and their alternates, tone quality, embouchure, and breathing techniques. Semester course, two hour."
